Year,Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %
2021,110,Kaamelott: First Installment,"$21,979,122","$188,000",0.9%,"$21,791,122",99.1%
2021,111,After We Fell,"$21,753,705","$2,170,750",10%,"$19,582,955",90%
2021,112,Rurouni Kenshin: Final Chapter Part II - The Beginning,"$21,318,560",-,-,"$21,318,560",100%
2021,113,Wish Dragon,"$21,120,000",-,-,"$21,120,000",100%
2021,114,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkasu Academy,"$20,752,104",-,-,"$20,752,104",100%
2021,115,Dear Evan Hansen,"$19,757,327","$15,002,646",75.9%,"$4,130,808",20.9%
2021,116,Stillwater,"$19,754,272","$14,465,535",73.2%,"$5,288,737",26.8%
2021,117,The Wolf and the Lion,"$19,510,578","$2,072,173",10.6%,"$17,438,405",89.4%
2021,118,Les Tuche 4,"$19,259,766",-,-,"$19,259,766",100%
2021,119,Those Who Wish Me Dead,"$19,107,200","$7,407,200",38.8%,"$11,700,000",61.2%
2021,120,The Pioneer,"$18,900,000",-,-,"$18,900,000",100%
2021,121,The Green Knight,"$18,887,953","$17,173,321",90.9%,"$1,714,632",9.1%
2021,122,Antlers,"$18,867,659","$10,619,670",56.3%,"$8,247,989",43.7%
2021,123,Sinkhole,"$18,816,801",-,-,"$18,816,801",100%
2021,124,Mobile Suit Gundam: Hathaway,"$18,731,309",-,-,"$18,731,309",100%
2021,125,The Stronghold,"$18,066,143",-,-,"$18,066,143",100%
2021,126,"Bố Già (Dad, I'm Sorry)","$17,480,489","$350,000",2%,"$17,130,489",98%
2021,127,Gintama: The Final,"$17,252,960",-,-,"$17,252,960",100%
2021,128,Railway Heroes,"$17,223,704",-,-,"$17,223,704",100%
2021,129,Your Turn to Kill,"$16,511,822",-,-,"$16,511,822",100%
2021,130,Cry Macho,"$16,510,734","$10,310,734",62.4%,"$6,200,000",37.6%
2021,131,Reminiscence,"$16,400,193","$3,900,193",23.8%,"$12,500,000",76.2%
2021,132,Legend No. 17,"$16,096,860",-,-,"$16,096,860",100%
2021,133,The Dry,"$16,066,821","$364,237",2.3%,"$15,702,584",97.7%
2021,134,Upon the Magic Roads,"$15,990,882",-,-,"$15,990,882",100%
2021,135,Harry Potter and the Sorcerer's Stone 2021 Re-release,"$15,591,681","$799,342",5.1%,"$14,604,379",93.7%
2021,136,The Night House,"$15,437,703","$7,100,581",46%,"$8,337,122",54%
2021,137,Drive My Car,"$15,364,572","$2,352,240",15.3%,"$13,012,332",84.7%
2021,138,Minari,"$15,282,731","$3,110,580",20.4%,"$12,172,151",79.6%
2021,139,Something About Love,"$15,204,017",-,-,"$15,204,017",100%
2021,140,Anita,"$15,017,470","$556,632",3.7%,"$14,460,838",96.3%
2021,141,The Tomorrow War,"$14,400,000",-,-,"$14,400,000",100%
2021,142,And So the Baton Is Passed,"$14,368,469",-,-,"$14,368,469",100%
2021,143,Sword Art Online: Progressive - Aria of a Starless Night,"$14,032,747","$1,050,000",7.5%,"$12,982,747",92.5%
2021,144,Christmas with the Chosen: The Messengers,"$13,728,000","$13,728,000",100%,-,-
2021,145,Eiffel,"$13,649,605","$444,814",3.3%,"$13,204,791",96.7%
2021,146,OSS 117: From Africa with Love,"$13,457,801",-,-,"$13,457,801",100%
2021,147,Hostage: Missing Celebrity,"$13,174,292",-,-,"$13,174,292",100%
2021,148,Vakeel Saab,"$13,056,490",-,-,"$13,056,490",100%
2021,149,The Many Saints of Newark,"$13,037,403","$8,237,403",63.2%,"$4,800,000",36.8%
2021,150,Monkey King Reborn,"$13,017,088",-,-,"$13,017,088",100%
2021,151,No Escapes,"$12,916,151",-,-,"$12,916,151",100%
2021,152,The Bodin's in the Land of Smile,"$12,872,253",-,-,"$12,872,253",100%
2021,153,The Worst Person in the World,"$12,687,507","$3,034,775",23.9%,"$9,652,732",76.1%
2021,154,Character,"$12,628,017",-,-,"$12,628,017",100%
2021,155,On the Line,"$12,522,284",-,-,"$12,522,284",100%
2021,156,On Your Mark,"$12,100,000",-,-,"$12,100,000",100%
2021,157,Stand by Me,"$11,900,000",-,-,"$11,900,000",100%
2021,158,The Fable: The Killer Who Doesn't Kill,"$11,325,545",-,-,"$11,325,545",100%
2021,159,What Did You Eat Yesterday?,"$11,320,893",-,-,"$11,320,893",100%
2021,160,Aline,"$11,149,943","$667,815",6%,"$10,482,128",94%
2021,161,Roadrunner: A Film About Anthony Bourdain,"$10,741,987","$5,354,970",49.9%,"$137,047",1.3%
2021,162,Krack,"$10,442,916",-,-,"$10,442,916",100%
2021,163,The Last Warrior,"$10,363,914",-,-,"$10,363,914",100%
2021,164,Kaiserschmarrndrama,"$10,357,720",-,-,"$10,357,720",100%
2021,165,"Caution, Hazardous Wife: The Movie","$10,356,359",-,-,"$10,356,359",100%
2021,166,Detective Conan: The Scarlet Alibi,"$10,308,627",-,-,"$10,308,627",100%
2021,167,Never Stop,"$10,224,935",-,-,"$10,224,935",100%
2021,168,Ainbo,"$10,172,403",-,-,"$10,172,403",100%
2021,169,Black Box,"$9,738,741",-,-,"$9,738,741",100%
2021,170,Eiga Sumikkogurashi: Aoi tsukiyo no mahô no ko,"$9,735,732",-,-,"$9,735,732",100%
2021,171,The Soul,"$9,600,000",-,-,"$9,600,000",100%
2021,172,¡A todo tren! Destino Asturias,"$9,544,171",-,-,"$9,544,171",100%
2021,173,Baragaki: Unbroken Samurai,"$9,481,437",-,-,"$9,481,437",100%
2021,174,Dad,"$9,267,397",-,-,"$9,267,397",100%
2021,175,The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,"$8,990,599",-,-,"$8,377,569",93.2%
2021,176,All About My Mother,"$8,900,000",-,-,"$8,900,000",100%
2021,177,Moonbound,"$8,863,247",-,-,"$8,863,247",100%
2021,178,The Eleventh Chapter,"$8,844,997",-,-,"$8,844,997",100%
2021,179,The Medium,"$8,826,689",-,-,"$8,826,689",100%
2021,180,The Vault,"$8,803,864",-,-,"$8,803,864",100%
2021,181,Kaguya-sama: Love Is War,"$8,794,981",-,-,"$8,794,981",100%
2021,182,The Protégé,"$8,737,253","$7,446,823",85.2%,"$1,290,430",14.8%
2021,183,Lost Illusions,"$8,635,184","$126,391",1.5%,"$8,508,793",98.5%
2021,184,Bei Ken xiong 2: Jinpai tegong,"$8,578,734",-,-,"$8,578,734",100%
2021,185,Pil's Adventures,"$8,567,345",-,-,"$8,567,345",100%
2021,186,Honey Lemon Soda,"$8,441,488",-,-,"$8,441,488",100%
2021,187,Delicious,"$8,371,523",-,-,"$8,371,523",100%
2021,188,I Don't Have Any Money Left in My Retirement Account,"$8,204,616",-,-,"$8,204,616",100%
2021,189,Girls to Buy,"$8,177,284",-,-,"$8,177,284",100%
2021,190,White Snake 2: Green Snake,"$8,170,000",-,-,"$8,170,000",100%
2021,191,New Happy Dad and Son 4,"$8,070,000",-,-,"$8,070,000",100%
2021,192,The Mauritanian,"$8,005,164","$836,536",10.4%,"$6,690,494",83.6%
2021,193,Sunny Sisters,"$7,880,000",-,-,"$7,880,000",100%
2021,194,Contra,"$7,762,797",-,-,"$7,762,797",100%
2021,195,Hard Hit,"$7,658,021",-,-,"$7,658,021",100%
2021,196,Little Canned Men,"$7,600,000",-,-,"$7,600,000",100%
2021,197,Pushpa: The Rise - Part 1,"$7,592,374","$1,320,000",17.4%,"$6,272,374",82.6%
2021,198,The Ice Road,"$7,502,846",-,-,"$7,502,846",100%
2021,199,Judas and the Black Messiah,"$7,478,009","$5,478,009",73.3%,"$2,000,000",26.7%
2021,200,Love Letter 2021 Re-release,"$7,400,000",-,-,"$7,400,000",100%
2022,1,Avatar: The Way of Water,"$2,320,250,281","$684,075,767",29.5%,"$1,636,174,514",70.5%
2022,2,Top Gun: Maverick,"$1,495,696,292","$718,732,821",48.1%,"$776,963,471",51.9%
2022,3,Jurassic World Dominion,"$1,009,490,506","$376,851,080",37.3%,"$625,127,000",61.9%
2022,4,Doctor Strange in the Multiverse of Madness,"$956,566,345","$411,331,607",43%,"$544,444,197",56.9%
2022,5,Minions: The Rise of Gru,"$942,682,470","$370,270,765",39.3%,"$569,933,000",60.5%
2022,6,Black Panther: Wakanda Forever,"$859,208,836","$453,829,060",52.8%,"$405,379,776",47.2%
2022,7,The Batman,"$772,245,583","$369,345,583",47.8%,"$402,900,000",52.2%
2022,8,Thor: Love and Thunder,"$761,488,561","$343,256,830",45.1%,"$417,671,251",54.8%
2022,9,Water Gate Bridge,"$626,571,697","$117,294",<0.1%,"$626,454,403",100%
2022,10,Puss in Boots: The Last Wish,"$482,717,594","$186,090,535",38.6%,"$295,591,304",61.2%
2022,11,Moon Man,"$460,240,867",-,-,"$460,237,662",100%
2022,12,Fantastic Beasts: The Secrets of Dumbledore,"$407,150,844","$95,850,844",23.5%,"$311,300,000",76.5%
2022,13,Uncharted,"$407,141,258","$148,648,820",36.5%,"$258,492,438",63.5%
2022,14,Sonic the Hedgehog 2,"$405,421,518","$190,872,904",47.1%,"$214,548,614",52.9%
2022,15,Black Adam,"$393,452,111","$168,152,111",42.7%,"$225,300,000",57.3%
2022,16,Elvis,"$287,740,048","$151,040,048",52.5%,"$136,700,000",47.5%
2022,17,The Bad Guys,"$250,980,327","$97,459,240",38.8%,"$152,928,648",60.9%
2022,18,Bullet Train,"$240,609,668","$103,368,602",43%,"$135,900,000",56.5%
2022,19,Lightyear,"$226,425,420","$118,307,188",52.2%,"$108,118,232",47.8%
2022,20,Smile,"$217,420,882","$105,935,048",48.7%,"$111,473,465",51.3%
2022,21,Too Cool to Kill,"$217,254,604","$185,882",<0.1%,"$217,068,722",99.9%
2022,22,Nice View,"$211,019,042",-,-,"$211,019,042",100%
2022,23,DC League of Super-Pets,"$207,557,117","$93,657,117",45.1%,"$113,900,000",54.9%
2022,24,The Lost City,"$192,907,684","$105,344,029",54.6%,"$87,563,655",45.4%
2022,25,M3GAN,"$180,822,882","$95,159,005",52.6%,"$84,930,104",47%
2022,26,Nope,"$172,947,188","$123,277,080",71.3%,"$47,958,512",27.7%
2022,27,One Piece Film: Red,"$171,319,579","$12,775,324",7.5%,"$158,544,255",92.5%
2022,28,Ticket to Paradise,"$168,767,896","$68,275,985",40.5%,"$100,491,911",59.5%
2022,29,Morbius,"$167,635,712","$73,865,530",44.1%,"$93,595,431",55.8%
2022,30,RRR,"$165,955,146","$14,500,000",8.7%,"$151,455,146",91.3%
2022,31,The Black Phone,"$162,103,342","$90,123,230",55.6%,"$71,317,512",44%
2022,32,The First Slam Dunk,"$152,236,632","$1,291,869",0.8%,"$150,944,763",99.2%
2022,33,Where the Crawdads Sing,"$144,371,485","$90,230,760",62.5%,"$54,123,205",37.5%
2022,34,Everything Everywhere All at Once,"$139,409,089","$77,191,785",55.4%,"$62,217,304",44.6%
2022,35,Scream,"$137,743,924","$81,641,405",59.3%,"$56,102,519",40.7%
2022,36,Death on the Nile,"$137,307,235","$45,630,104",33.2%,"$91,677,131",66.8%
2022,37,Suzume,"$132,181,655","$10,932,037",8.3%,"$121,249,618",91.7%
2022,38,A Man Called Otto,"$113,228,913","$64,267,657",56.8%,"$48,922,561",43.2%
2022,39,"Lyle, Lyle, Crocodile","$110,999,085","$46,888,441",42.2%,"$64,110,644",57.8%
2022,40,Halloween Ends,"$104,700,588","$64,079,860",61.2%,"$40,294,316",38.5%
2022,41,The Roundup,"$101,166,707","$812,859",0.8%,"$100,353,848",99.2%
2022,42,The Woman King,"$97,562,514","$67,328,130",69%,"$30,234,384",31%
2022,43,Downton Abbey: A New Era,"$92,651,384","$44,141,550",47.6%,"$48,509,834",52.4%
2022,44,K.G.F: Chapter 2,"$89,123,940","$2,874,000",3.2%,"$86,249,940",96.8%
2022,45,Don't Worry Darling,"$87,609,403","$45,309,403",51.7%,"$42,300,000",48.3%
2022,46,Dragon Ball Super: Super Hero,"$87,266,213","$38,112,140",43.7%,"$48,450,000",55.5%
2022,47,Dog,"$84,774,243","$61,778,069",72.9%,"$22,996,174",27.1%
2022,48,Jackass Forever,"$80,563,999","$57,743,451",71.7%,"$22,820,548",28.3%
2022,49,The Menu,"$79,628,200","$38,501,125",48.4%,"$41,127,075",51.6%
2022,50,Chebi: My Fluffy Friend,"$77,609,926",-,-,"$77,609,926",100%
2022,51,Violent Night,"$76,492,442","$50,057,405",65.4%,"$25,947,000",33.9%
2022,52,Avatar 2022  Re-release,"$76,012,917","$24,714,024",32.5%,"$51,298,893",67.5%
2022,53,Strange World,"$73,621,640","$37,968,963",51.6%,"$35,652,677",48.4%
2022,54,Detective Conan: The Bride of Halloween,"$72,699,093",-,-,"$72,699,093",100%
2022,55,The Northman,"$69,961,250","$34,233,110",48.9%,"$35,400,000",50.6%
2022,56,Moonfall,"$67,319,703","$19,060,660",28.3%,"$48,234,703",71.7%
2022,57,Babylon,"$64,267,013","$15,351,455",23.9%,"$48,210,985",75%
2022,58,Whitney Houston: I Wanna Dance with Somebody,"$59,806,881","$23,708,080",39.6%,"$36,098,801",60.4%
2022,59,Beast,"$59,377,531","$31,846,530",53.6%,"$27,249,279",45.9%
2022,60,The Whale,"$57,615,635","$17,463,630",30.3%,"$37,419,576",64.9%
2022,61,Hansan: Rising Dragon,"$57,490,985","$865,888",1.5%,"$56,625,097",98.5%
2022,62,Confidential Assignment 2: International,"$54,486,330",-,-,"$54,486,330",100%
2022,63,Ambulance,"$52,840,947","$22,781,115",43.1%,"$29,519,869",55.9%
2022,64,Marry Me,"$51,376,166","$22,438,180",43.7%,"$28,039,500",54.6%
2022,65,Brahmastra Part One: Shiva,"$50,164,785","$7,839,108",15.6%,"$42,325,677",84.4%
2022,66,The Banshees of Inisherin,"$49,308,562","$10,582,266",21.5%,"$38,680,421",78.4%
2022,67,The Fabelmans,"$45,635,940","$17,348,945",38%,"$28,286,995",62%
2022,68,Barbarian,"$45,392,003","$40,842,944",90%,"$4,509,393",9.9%
2022,69,Prey for the Devil,"$44,658,929","$19,802,293",44.3%,"$24,856,636",55.7%
2022,70,Paws of Fury: The Legend of Hank,"$42,431,358","$17,811,382",42%,"$24,619,976",58%
2022,71,Orphan: First Kill,"$40,483,903","$5,413,227",13.4%,"$31,670,516",78.2%
2022,72,The Invitation,"$38,898,337","$25,100,080",64.5%,"$12,936,050",33.3%
2022,73,Kingdom II: Harukanaru Daichi e,"$34,963,395",-,-,"$34,963,395",100%
2022,74,Roald Dahl's Matilda the Musical,"$34,706,541",-,-,"$34,706,541",100%
2022,75,The Bob's Burgers Movie,"$34,148,750","$31,933,830",93.5%,"$2,214,920",6.5%
2022,76,Skyfall 2021 Re-release,"$33,943,406",-,-,"$33,910,282",99.9%
2022,77,Hunt,"$33,821,338","$25,994",<0.1%,"$33,795,344",99.9%
2022,78,Tad the Lost Explorer and the Emerald Tablet,"$33,195,627","$67,599",0.2%,"$32,781,831",98.8%
2022,79,BTS Permission to Dance on Stage - Seoul: Live Viewing,"$32,600,000","$6,840,000",21%,"$25,760,000",79%
2022,80,Shin Ultraman,"$32,137,136","$601,490",1.9%,"$31,535,646",98.1%
2022,81,Amsterdam,"$31,367,465","$14,947,969",47.7%,"$16,297,841",52%
2022,82,Mrs. Harris Goes to Paris,"$30,941,750","$10,433,915",33.7%,"$20,507,835",66.3%
2022,83,Vikram,"$29,837,637","$1,770,000",5.9%,"$28,067,637",94.1%
2022,84,The Unbearable Weight of Massive Talent,"$29,272,434","$20,300,157",69.3%,"$8,816,163",30.1%
2022,85,Tár,"$29,048,090","$6,773,650",23.3%,"$22,274,440",76.7%
2022,86,Serial (Bad) Weddings 3,"$27,963,477",-,-,"$27,963,477",100%
2022,87,The 355,"$27,827,745","$14,570,455",52.4%,"$13,257,290",47.6%
2022,88,The Night Owl,"$26,719,364",-,-,"$26,719,364",100%
2022,89,Triangle of Sadness,"$26,214,659","$4,608,096",17.6%,"$21,606,563",82.4%
2022,90,Calendar Girls,"$25,433,615",-,-,"$25,433,615",100%
2022,91,The Kashmir Files,"$24,821,898","$1,485,000",6%,"$23,336,898",94%
2022,92,Firestarter,"$24,681,152","$9,739,250",39.5%,"$5,300,000",21.5%
2022,93,Hero,"$24,392,492",-,-,"$24,392,492",100%
2022,94,Harry Potter and the Chamber of Secrets 2022 Re-release,"$24,006,144",-,-,"$24,006,144",100%
2022,95,The Last 10 Years,"$23,699,624",-,-,"$23,699,624",100%
2022,96,The Confidence Man JP: Episode of the Hero,"$23,214,581",-,-,"$23,214,581",100%
2022,97,The Witch: Part 2 - The Other One,"$23,068,596","$143,723",0.6%,"$22,924,873",99.4%
2022,98,Decision to Leave,"$22,581,906","$2,179,864",9.7%,"$20,402,042",90.3%
2022,99,Harry Potter and the Chamber of Secrets 2021 Re-release,"$22,353,240","$191,501",0.9%,"$22,158,184",99.1%
2022,100,6/45,"$22,263,336",-,-,"$22,263,336",100%
2022,101,Doraemon the Movie: Nobita's Little Star Wars 2021,"$22,044,058",-,-,"$22,044,058",100%
2022,102,See How They Run,"$22,006,417","$9,586,237",43.6%,"$12,380,397",56.3%
2022,103,Ponniyin Selvan: Part I,"$21,888,295","$4,282,000",19.6%,"$17,606,295",80.4%
2022,104,Devotion,"$21,768,133","$20,511,938",94.2%,"$1,256,195",5.8%
2022,105,Silent Parade,"$21,723,595",-,-,"$21,723,595",100%
2022,106,Father Stu,"$21,592,379","$20,884,796",96.7%,"$707,583",3.3%
2022,107,Emergency Declaration,"$21,400,327","$412,196",1.9%,"$20,988,131",98.1%
2022,108,The Amazing Maurice,"$21,121,225","$4,303,645",20.4%,"$16,817,580",79.6%
2022,109,Monster,"$20,851,048","$418,691",2%,"$20,432,357",98%
2022,110,Crayon Shin-chan: Mononoke Ninja Chinpuden,"$20,617,005",-,-,"$20,617,005",100%
2022,111,Three Thousand Years of Longing,"$20,282,422","$8,286,741",40.9%,"$11,995,681",59.1%
2022,112,Turning Red,"$20,135,324",-,-,"$20,122,621",99.9%
2022,113,After Ever Happy,"$19,238,073","$1,072,750",5.6%,"$18,165,323",94.4%
2022,114,School of Magical Animals: Part 2,"$19,211,620",-,-,"$19,211,620",100%
2022,115,Simone: Woman of the Century,"$19,167,092",-,-,"$19,167,092",100%
2022,116,Beast,"$18,911,959",-,-,"$18,911,959",100%
2022,117,Broker,"$18,851,416","$1,046,899",5.6%,"$17,804,517",94.4%
2022,118,Godfather,"$18,737,287",-,-,"$18,737,287",100%
2022,119,Bhool Bhulaiyaa 2,"$18,307,258",-,-,"$18,307,258",100%
2022,120,November,"$18,197,176",-,-,"$18,197,176",100%
2022,121,Fragments of the Last Will,"$17,954,691",-,-,"$17,954,691",100%
2022,122,The Quintessential Quintuplets Movie,"$17,506,171","$502,000",2.9%,"$17,004,171",97.1%
2022,123,Fall,"$17,363,261","$7,240,521",41.7%,"$10,122,740",58.3%
2022,124,Even If This Love Disappears from the World Tonight,"$16,913,500",-,-,"$16,913,500",100%
2022,125,Wunderschön,"$16,822,667",-,-,"$16,719,291",99.4%
2022,126,Father There Is Only One 3,"$16,401,315",-,-,"$16,401,315",100%
2022,127,Dr. Coto's Clinic,"$16,062,841",-,-,"$16,062,841",100%
2022,128,Radhe Shyam,"$15,954,804","$1,860,000",11.7%,"$14,094,804",88.3%
2022,129,Blacklight,"$15,902,207","$9,591,094",60.3%,"$6,311,113",39.7%
2022,130,Operation Mincemeat,"$15,710,164",-,-,"$15,710,164",100%
2022,131,Maison de retraite,"$15,570,823",-,-,"$15,570,823",100%
2022,132,"Utapri Movie 2, Uta No Prince-Sama Maji Love Starish Tours Movie","$15,569,229",-,-,"$15,569,229",100%
2022,133,Bheemla Nayak,"$15,243,922",-,-,"$15,243,922",100%
2022,134,Bones and All,"$15,234,907","$7,834,907",51.4%,"$7,400,000",48.6%
2022,135,Terrifier 2,"$15,065,239","$10,640,105",70.6%,"$4,425,134",29.4%
2022,136,The Wolf of Wall Street 2022 Re-release,"$15,038,738",-,-,"$14,877,539",98.9%
2022,137,Bros,"$14,781,867","$11,628,165",78.7%,"$3,153,702",21.3%
2022,138,Superwho?,"$14,770,359",-,-,"$14,770,359",100%
2022,139,X,"$14,740,889","$11,765,309",79.8%,"$2,975,580",20.2%
2022,140,The Chosen Season 3: Episode 1 & 2,"$14,679,613","$14,612,089",99.5%,"$67,524",0.5%
2022,141,The Duke,"$14,233,027","$1,526,970",10.7%,"$12,700,247",89.2%
2022,142,Sarkaru Vaari Paata,"$14,199,018",-,-,"$14,199,018",100%
2022,143,She Said,"$13,936,249","$5,825,995",41.8%,"$8,110,254",58.2%
2022,144,Bodies Bodies Bodies,"$13,929,670","$11,446,602",82.2%,"$2,483,068",17.8%
2022,145,Memory,"$13,897,255","$7,329,043",52.7%,"$6,568,212",47.3%
2022,146,The Legend of Maula Jatt,"$13,842,815","$5,016,493",36.2%,"$8,826,322",63.8%
2022,147,Glass Onion,"$13,280,000","$13,280,000",100%,-,-
2022,148,Valimai,"$13,276,393",-,-,"$13,276,393",100%
2022,149,Moonage Daydream,"$13,114,850","$4,218,925",32.2%,"$8,876,856",67.7%
2022,150,Easter Sunday,"$13,074,255","$13,013,690",99.5%,"$60,565",0.5%
2022,151,Living,"$12,377,310","$3,038,113",24.5%,"$9,339,197",75.5%
2022,152,Guglhupfgeschwader,"$12,307,072",-,-,"$12,307,072",100%
2022,153,Laal Singh Chaddha,"$12,093,536","$3,401,324",28.1%,"$8,692,212",71.9%
2022,154,Alienoid,"$12,067,556","$168,309",1.4%,"$11,899,247",98.6%
2022,155,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,"$11,631,738","$1,588,491",13.7%,"$10,043,247",86.3%
2022,156,Till,"$11,506,251","$9,000,202",78.2%,"$2,489,101",21.6%
2022,157,Jug Jugg Jeeyo,"$11,467,726","$1,033,000",9%,"$10,434,726",91%
2022,158,Empire of Light,"$11,395,604","$1,177,577",10.3%,"$10,218,027",89.7%
2022,159,The Eight Mountains,"$11,331,728","$302,456",2.7%,"$11,029,272",97.3%
2022,160,Bergen,"$11,325,405",-,-,"$11,325,405",100%
2022,161,Rise,"$11,227,484",-,-,"$11,227,484",100%
2022,162,Men,"$11,152,071","$7,587,853",68%,"$3,564,218",32%
2022,163,Chickenhare and the Hamster of Darkness,"$10,885,116",-,-,"$10,885,116",100%
2022,164,Warriors of Future,"$10,490,328",-,-,"$10,490,328",100%
2022,165,Jurassic Park 2022 Re-release,"$10,380,250",-,-,"$10,374,018",99.9%
2022,166,Land of Legends,"$10,357,479",-,-,"$10,357,479",100%
2022,167,The Pirates: The Last Royal Treasure,"$10,258,331",-,-,"$10,258,331",100%
2022,168,Vaillante,"$10,143,170",-,-,"$10,143,170",100%
2022,169,Table for Six,"$10,138,355",-,-,"$10,138,355",100%
2022,170,The Beasts,"$10,067,896","$46,105",0.5%,"$10,021,791",99.5%
2022,171,Smack Dab Kakha,"$9,995,945",-,-,"$9,995,945",100%
2022,172,F3: Fun and Frustration,"$9,849,193","$1,195,000",12.1%,"$8,654,193",87.9%
2022,173,"Good Luck to You, Leo Grande","$9,795,364",-,-,"$9,795,364",100%
2022,174,Pearl,"$9,747,742","$9,423,445",96.7%,"$324,297",3.3%
2022,175,Rheingold,"$9,698,192",-,-,"$9,698,192",100%
2022,176,Spider-Man: No Way Home 2022 Re-release,"$9,613,518","$9,321,593",97%,"$291,925",3%
2022,177,Redeeming Love,"$9,464,198","$9,214,020",97.4%,"$250,178",2.6%
2022,178,Women Talking,"$9,274,455","$5,456,531",58.8%,"$3,817,924",41.2%
2022,179,Sword Art Online the Movie: Progressive - Scherzo of Deep Night,"$9,071,701",-,-,"$9,071,701",100%
2022,180,Samrat Prithviraj,"$8,568,339",-,-,"$8,568,339",100%
2022,181,Aftersun,"$8,459,155","$1,658,790",19.6%,"$6,800,365",80.4%
2022,182,Life Is Beautiful,"$8,458,639",-,-,"$8,458,639",100%
2022,183,Yolki 9,"$8,385,030",-,-,"$8,385,030",100%
2022,184,Don,"$8,287,406",-,-,"$8,287,406",100%
2022,185,Shotgun Wedding,"$8,277,788",-,-,"$8,277,788",100%
2022,186,Vikram Vedha,"$8,234,166","$1,589,362",19.3%,"$6,644,804",80.7%
2022,187,Re/Member,"$8,166,175",-,-,"$8,166,175",100%
2022,188,Rabbit Academy: Mission Eggpossible,"$8,066,141",-,-,"$8,066,141",100%
2022,189,Acharya,"$8,048,175","$832,000",10.3%,"$7,216,175",89.7%
2022,190,Il grande giorno,"$8,021,940",-,-,"$8,021,940",100%
2022,191,The Tatta's,"$8,000,956",-,-,"$8,000,956",100%
2022,192,Ducobu 4 President,"$7,858,171",-,-,"$7,858,171",100%
2022,193,Phases of the Moon,"$7,564,756",-,-,"$7,564,756",100%
2022,194,777 Charlie,"$7,523,995",-,-,"$7,523,995",100%
2022,195,Bachchhan Paandey,"$7,387,882",-,-,"$7,387,882",100%
2022,196,Lesson in Murder,"$7,348,964",-,-,"$7,348,964",100%
2022,197,Family Affairs,"$7,330,755",-,-,"$7,330,755",100%
2022,198,Listy do M. 5,"$7,328,061",-,-,"$7,328,061",100%
2022,199,Laid-Back Camp Movie,"$7,317,913",-,-,"$7,317,913",100%
2022,200,Osomatsusan the Movie 2022 Re-release,"$7,297,522",-,-,"$7,297,522",100%
2023,1,Barbie,"$1,445,638,421","$636,238,421",44%,"$809,400,000",56%
2023,2,The Super Mario Bros. Movie,"$1,361,952,674","$574,934,330",42.2%,"$787,018,344",57.8%
2023,3,Oppenheimer,"$955,958,210","$328,336,210",34.3%,"$627,622,000",65.7%
2023,4,Guardians of the Galaxy Vol. 3,"$845,555,777","$358,995,815",42.5%,"$486,559,962",57.5%
2023,5,Fast X,"$706,454,547","$146,126,015",20.7%,"$558,749,000",79.1%
2023,6,Spider-Man: Across the Spider-Verse,"$690,615,475","$381,311,319",55.2%,"$309,304,156",44.8%
2023,7,The Little Mermaid,"$569,626,289","$298,172,056",52.3%,"$271,454,233",47.7%
2023,8,Mission: Impossible - Dead Reckoning Part One,"$568,835,441","$172,135,383",30.3%,"$395,400,000",69.5%
2023,9,Wonka,"$553,043,289","$195,743,289",35.4%,"$357,300,000",64.6%
2023,10,Elemental,"$496,444,308","$154,426,697",31.1%,"$342,017,611",68.9%
2023,11,Ant-Man and the Wasp: Quantumania,"$476,071,180","$214,504,909",45.1%,"$261,566,271",54.9%
2023,12,Transformers: Rise of the Beasts,"$440,372,588","$157,066,392",35.7%,"$281,900,000",64%
2023,13,John Wick: Chapter 4,"$440,146,694","$187,131,806",42.5%,"$253,014,888",57.5%
2023,14,Aquaman and the Lost Kingdom,"$413,045,671","$118,445,671",28.7%,"$294,600,000",71.3%
2023,15,Meg 2: The Trench,"$397,700,317","$82,600,317",20.8%,"$315,100,000",79.2%
2023,16,Indiana Jones and the Dial of Destiny,"$384,338,073","$174,480,468",45.4%,"$209,482,589",54.5%
2023,17,The Hunger Games: The Ballad of Songbirds & Snakes,"$337,933,405","$166,319,352",49.2%,"$170,695,288",50.5%
2023,18,Five Nights at Freddy's,"$289,361,620","$137,275,620",47.4%,"$152,086,000",52.6%
2023,19,Creed III,"$276,148,615","$156,248,615",56.6%,"$119,900,000",43.4%
2023,20,The Flash,"$271,333,313","$108,133,313",39.9%,"$163,200,000",60.1%
2023,21,The Nun II,"$269,468,594","$86,267,073",32%,"$183,200,000",68%
2023,22,Taylor Swift: The Eras Tour,"$261,656,269","$180,756,269",69.1%,"$80,900,000",30.9%
2023,23,Sound of Freedom,"$250,634,085","$184,178,046",73.5%,"$66,392,350",26.5%
2023,24,Pathaan,"$241,363,450","$17,487,476",7.2%,"$95,095,974",39.4%
2023,25,Wish,"$240,165,519","$63,530,557",26.5%,"$176,634,962",73.5%
2023,26,Napoleon,"$219,382,698","$61,482,865",28%,"$157,899,833",72%
2023,27,Dungeons & Dragons: Honor Among Thieves,"$208,288,729","$93,277,026",44.8%,"$114,900,000",55.2%
